Name,Move,Move_points
Alomomola,refresh,
Alomomola,secret-power,70
Alomomola,dive,80
Alomomola,tickle,
Alomomola,bounce,85
Alomomola,water-sport,
Alomomola,calm-mind,
Alomomola,water-pulse,60
Alomomola,wake-up-slap,70
Alomomola,healing-wish,
Alomomola,brine,65
Alomomola,aqua-ring,
Alomomola,aqua-jet,40
Alomomola,wide-guard,
Alomomola,soak,
Alomomola,round,60
Alomomola,scald,80
Alomomola,heal-pulse,
Alomomola,play-nice,
Alomomola,confide,
Joltik,cut,50
Joltik,poison-sting,15
Joltik,pin-missile,25
Joltik,disable,
Joltik,absorb,20
Joltik,string-shot,
Joltik,thunderbolt,90
Joltik,thunder-wave,
Joltik,toxic,
Joltik,agility,
Joltik,screech,
Joltik,double-team,
Joltik,light-screen,
Joltik,leech-life,80
Joltik,flash,
Joltik,rest,
Joltik,slash,70
Joltik,substitute,
Joltik,thief,60
Joltik,spider-web,
Joltik,snore,50
Joltik,protect,
Joltik,feint-attack,60
Joltik,giga-drain,75
Joltik,swagger,
Joltik,fury-cutter,40
Joltik,attract,
Joltik,sleep-talk,
Joltik,return,
Joltik,frustration,
Joltik,pursuit,40
Joltik,hidden-power,60
Joltik,rain-dance,
Joltik,facade,70
Joltik,secret-power,70
Joltik,camouflage,
Joltik,signal-beam,75
Joltik,bounce,85
Joltik,shock-wave,60
Joltik,gastro-acid,
Joltik,sucker-punch,70
Joltik,magnet-rise,
Joltik,poison-jab,80
Joltik,x-scissor,80
Joltik,bug-buzz,90
Joltik,energy-ball,90
Joltik,rock-climb,90
Joltik,discharge,80
Joltik,cross-poison,70
Joltik,bug-bite,60
Joltik,charge-beam,50
Joltik,electro-ball,
Joltik,round,60
Joltik,volt-switch,70
Joltik,struggle-bug,50
Joltik,electroweb,55
Joltik,wild-charge,90
Joltik,confide,
Joltik,infestation,20
Joltik,lunge,80
Galvantula,cut,50
Galvantula,hyper-beam,150
Galvantula,absorb,20
Galvantula,string-shot,
Galvantula,thunderbolt,90
Galvantula,thunder-wave,
Galvantula,thunder,110
Galvantula,toxic,
Galvantula,agility,
Galvantula,screech,
Galvantula,double-team,
Galvantula,light-screen,
Galvantula,leech-life,80
Galvantula,flash,
Galvantula,rest,
Galvantula,slash,70
Galvantula,substitute,
Galvantula,thief,60
Galvantula,spider-web,
Galvantula,snore,50
Galvantula,protect,
Galvantula,giga-drain,75
Galvantula,swagger,
Galvantula,fury-cutter,40
Galvantula,attract,
Galvantula,sleep-talk,
Galvantula,return,
Galvantula,frustration,
Galvantula,hidden-power,60
Galvantula,rain-dance,
Galvantula,facade,70
Galvantula,secret-power,70
Galvantula,signal-beam,75
Galvantula,bounce,85
Galvantula,shock-wave,60
Galvantula,gastro-acid,
Galvantula,sucker-punch,70
Galvantula,magnet-rise,
Galvantula,poison-jab,80
Galvantula,x-scissor,80
Galvantula,bug-buzz,90
Galvantula,energy-ball,90
Galvantula,giga-impact,150
Galvantula,discharge,80
Galvantula,bug-bite,60
Galvantula,charge-beam,50
Galvantula,electro-ball,
Galvantula,round,60
Galvantula,volt-switch,70
Galvantula,struggle-bug,50
Galvantula,electroweb,55
Galvantula,wild-charge,90
Galvantula,sticky-web,
Galvantula,confide,
Galvantula,infestation,20
Ferroseed,tackle,40
Ferroseed,pin-missile,25
Ferroseed,leech-seed,
Ferroseed,solar-beam,120
Ferroseed,thunderbolt,90
Ferroseed,thunder-wave,
Ferroseed,toxic,
Ferroseed,double-team,
Ferroseed,harden,
Ferroseed,self-destruct,200
Ferroseed,flash,
Ferroseed,explosion,250
Ferroseed,rest,
Ferroseed,substitute,
Ferroseed,snore,50
Ferroseed,curse,
Ferroseed,protect,
Ferroseed,spikes,
Ferroseed,giga-drain,75
Ferroseed,rollout,30
Ferroseed,swagger,
Ferroseed,sleep-talk,
Ferroseed,return,
Ferroseed,frustration,
Ferroseed,metal-claw,50
Ferroseed,hidden-power,60
Ferroseed,sunny-day,
Ferroseed,rock-smash,40
Ferroseed,facade,70
Ferroseed,nature-power,
Ferroseed,ingrain,
Ferroseed,knock-off,65
Ferroseed,endeavor,
Ferroseed,secret-power,70
Ferroseed,bullet-seed,25
Ferroseed,iron-defense,
Ferroseed,gravity,
Ferroseed,gyro-ball,
Ferroseed,payback,50
Ferroseed,worry-seed,
Ferroseed,magnet-rise,
Ferroseed,rock-polish,
Ferroseed,poison-jab,80
Ferroseed,seed-bomb,80
Ferroseed,energy-ball,90
Ferroseed,mirror-shot,65
Ferroseed,flash-cannon,80
Ferroseed,rock-climb,90
Ferroseed,iron-head,80
Ferroseed,stealth-rock,
Ferroseed,hone-claws,
Ferroseed,acid-spray,40
Ferroseed,round,60
Ferroseed,confide,
Ferrothorn,swords-dance,
Ferrothorn,cut,50
Ferrothorn,tackle,40
Ferrothorn,pin-missile,25
Ferrothorn,hyper-beam,150
Ferrothorn,strength,80
Ferrothorn,solar-beam,120
Ferrothorn,thunderbolt,90
Ferrothorn,thunder-wave,
Ferrothorn,thunder,110
Ferrothorn,toxic,
Ferrothorn,double-team,
Ferrothorn,harden,
Ferrothorn,self-destruct,200
Ferrothorn,flash,
Ferrothorn,explosion,250
Ferrothorn,rest,
Ferrothorn,substitute,
Ferrothorn,snore,50
Ferrothorn,curse,
Ferrothorn,protect,
Ferrothorn,sandstorm,
Ferrothorn,giga-drain,75
Ferrothorn,rollout,30
Ferrothorn,swagger,
Ferrothorn,sleep-talk,
Ferrothorn,return,
Ferrothorn,frustration,
Ferrothorn,metal-claw,50
Ferrothorn,hidden-power,60
Ferrothorn,sunny-day,
Ferrothorn,rock-smash,40
Ferrothorn,facade,70
Ferrothorn,nature-power,
Ferrothorn,ingrain,
Ferrothorn,knock-off,65
Ferrothorn,endeavor,
Ferrothorn,secret-power,70
Ferrothorn,aerial-ace,60
Ferrothorn,iron-defense,
Ferrothorn,block,
Ferrothorn,gravity,
Ferrothorn,gyro-ball,
Ferrothorn,payback,50
Ferrothorn,worry-seed,
Ferrothorn,magnet-rise,
Ferrothorn,rock-polish,
Ferrothorn,poison-jab,80
Ferrothorn,seed-bomb,80
Ferrothorn,energy-ball,90
Ferrothorn,giga-impact,150
Ferrothorn,shadow-claw,70
Ferrothorn,mirror-shot,65
Ferrothorn,flash-cannon,80
Ferrothorn,rock-climb,90
Ferrothorn,power-whip,120
Ferrothorn,iron-head,80
Ferrothorn,stealth-rock,
Ferrothorn,grass-knot,
Ferrothorn,hone-claws,
Ferrothorn,round,60
Ferrothorn,bulldoze,60
Ferrothorn,confide,
Klink,vice-grip,55
Klink,bind,15
Klink,hyper-beam,150
Klink,thunder-shock,40
Klink,thunderbolt,90
Klink,thunder-wave,
Klink,toxic,
Klink,screech,
Klink,double-team,
Klink,rest,
Klink,substitute,
Klink,snore,50
Klink,protect,
Klink,zap-cannon,120
Klink,lock-on,
Klink,sandstorm,
Klink,swagger,
Klink,sleep-talk,
Klink,return,
Klink,frustration,
Klink,hidden-power,60
Klink,rock-smash,40
Klink,uproar,90
Klink,facade,70
Klink,charge,
Klink,magic-coat,
Klink,recycle,
Klink,secret-power,70
Klink,metal-sound,
Klink,signal-beam,75
Klink,iron-defense,
Klink,shock-wave,60
Klink,gravity,
Klink,magnet-rise,
Klink,rock-polish,
Klink,mirror-shot,65
Klink,flash-cannon,80
Klink,discharge,80
Klink,charge-beam,50
Klink,autotomize,
Klink,round,60
Klink,shift-gear,
Klink,volt-switch,70
Klink,wild-charge,90
Klink,gear-grind,50
Klink,confide,
Klang,vice-grip,55
Klang,bind,15
Klang,hyper-beam,150
Klang,thunder-shock,40
Klang,thunderbolt,90
Klang,thunder-wave,
Klang,toxic,
Klang,screech,
Klang,double-team,
Klang,rest,
Klang,substitute,
Klang,snore,50
Klang,protect,
Klang,zap-cannon,120
Klang,lock-on,
Klang,sandstorm,
Klang,swagger,
Klang,sleep-talk,
Klang,return,
Klang,frustration,
Klang,hidden-power,60
Klang,rock-smash,40
Klang,uproar,90
Klang,facade,70
Klang,charge,
Klang,magic-coat,
Klang,recycle,
Klang,secret-power,70
Klang,metal-sound,
Klang,signal-beam,75
Klang,iron-defense,
Klang,shock-wave,60
Klang,gravity,
Klang,magnet-rise,
Klang,rock-polish,
Klang,mirror-shot,65
Klang,flash-cannon,80
Klang,discharge,80
Klang,charge-beam,50
Klang,autotomize,
Klang,round,60
Klang,shift-gear,
Klang,volt-switch,70
Klang,wild-charge,90
Klang,gear-grind,50
Klang,confide,
Klinklang,vice-grip,55
Klinklang,bind,15
Klinklang,hyper-beam,150
Klinklang,thunder-shock,40
Klinklang,thunderbolt,90
Klinklang,thunder-wave,
Klinklang,thunder,110
Klinklang,toxic,
Klinklang,screech,
Klinklang,double-team,
Klinklang,rest,
Klinklang,substitute,
Klinklang,snore,50
Klinklang,protect,
Klinklang,zap-cannon,120
Klinklang,lock-on,
Klinklang,sandstorm,
Klinklang,swagger,
Klinklang,sleep-talk,
Klinklang,return,
Klinklang,frustration,
Klinklang,hidden-power,60
Klinklang,rock-smash,40
Klinklang,uproar,90
Klinklang,facade,70
Klinklang,charge,
Klinklang,magic-coat,
Klinklang,recycle,
Klinklang,secret-power,70
Klinklang,metal-sound,
Klinklang,signal-beam,75
Klinklang,iron-defense,
Klinklang,shock-wave,60
Klinklang,gravity,
Klinklang,magnet-rise,
Klinklang,rock-polish,
Klinklang,giga-impact,150
Klinklang,mirror-shot,65
Klinklang,flash-cannon,80
Klinklang,trick-room,
Klinklang,discharge,80
Klinklang,charge-beam,50
Klinklang,autotomize,
Klinklang,round,60
Klinklang,shift-gear,
Klinklang,volt-switch,70
Klinklang,wild-charge,90
Klinklang,gear-grind,50
Klinklang,confide,
Klinklang,magnetic-flux,
Klinklang,gear-up,
Tynamo,tackle,40
Tynamo,thunder-wave,
Tynamo,spark,65
Tynamo,magnet-rise,
Tynamo,charge-beam,50
Eelektrik,bind,15
Eelektrik,headbutt,70
Eelektrik,thrash,120
Eelektrik,acid,40
Eelektrik,thunderbolt,90
Eelektrik,thunder-wave,
Eelektrik,thunder,110
Eelektrik,toxic,
Eelektrik,double-team,
Eelektrik,light-screen,
Eelektrik,flash,
Eelektrik,rest,
Eelektrik,super-fang,
Eelektrik,substitute,
Eelektrik,snore,50
Eelektrik,protect,
Eelektrik,zap-cannon,120
Eelektrik,giga-drain,75
Eelektrik,swagger,
Eelektrik,spark,65
Eelektrik,attract,
Eelektrik,sleep-talk,
Eelektrik,return,
Eelektrik,frustration,
Eelektrik,iron-tail,100
Eelektrik,hidden-power,60
Eelektrik,rain-dance,
Eelektrik,crunch,80
Eelektrik,facade,70
Eelektrik,knock-off,65
Eelektrik,secret-power,70
Eelektrik,signal-beam,75
Eelektrik,bounce,85
Eelektrik,shock-wave,60
Eelektrik,u-turn,70
Eelektrik,gastro-acid,
Eelektrik,magnet-rise,
Eelektrik,aqua-tail,90
Eelektrik,flash-cannon,80
Eelektrik,discharge,80
Eelektrik,charge-beam,50
Eelektrik,coil,
Eelektrik,acid-spray,40
Eelektrik,round,60
Eelektrik,acrobatics,55
Eelektrik,volt-switch,70
Eelektrik,wild-charge,90
Eelektrik,confide,
Eelektross,fire-punch,75
Eelektross,thunder-punch,75
Eelektross,cut,50
Eelektross,bind,15
Eelektross,headbutt,70
Eelektross,thrash,120
Eelektross,roar,
Eelektross,acid,40
Eelektross,flamethrower,90
Eelektross,hyper-beam,150
Eelektross,strength,80
Eelektross,thunderbolt,90
Eelektross,thunder-wave,
Eelektross,thunder,110
Eelektross,toxic,
Eelektross,double-team,
Eelektross,light-screen,
Eelektross,flash,
Eelektross,rest,
Eelektross,rock-slide,75
Eelektross,super-fang,
Eelektross,substitute,
Eelektross,snore,50
Eelektross,protect,
Eelektross,zap-cannon,120
Eelektross,outrage,120
Eelektross,giga-drain,75
Eelektross,swagger,
Eelektross,attract,
Eelektross,sleep-talk,
Eelektross,return,
Eelektross,frustration,
Eelektross,iron-tail,100
Eelektross,hidden-power,60
Eelektross,rain-dance,
Eelektross,crunch,80
Eelektross,rock-smash,40
Eelektross,facade,70
Eelektross,focus-punch,150
Eelektross,superpower,120
Eelektross,brick-break,75
Eelektross,knock-off,65
Eelektross,secret-power,70
Eelektross,crush-claw,75
Eelektross,rock-tomb,60
Eelektross,signal-beam,75
Eelektross,dragon-claw,80
Eelektross,bounce,85
Eelektross,shock-wave,60
Eelektross,u-turn,70
Eelektross,gastro-acid,
Eelektross,magnet-rise,
Eelektross,aqua-tail,90
Eelektross,dragon-pulse,85
Eelektross,drain-punch,75
Eelektross,giga-impact,150
Eelektross,flash-cannon,80
Eelektross,discharge,80
Eelektross,grass-knot,
Eelektross,charge-beam,50
Eelektross,hone-claws,
Eelektross,coil,
Eelektross,round,60
Eelektross,acrobatics,55
Eelektross,volt-switch,70
Eelektross,dragon-tail,60
Eelektross,wild-charge,90
Eelektross,ion-deluge,
Eelektross,confide,
Eelektross,power-up-punch,40
Elgyem,headbutt,70
Elgyem,growl,
Elgyem,disable,
Elgyem,psybeam,65
Elgyem,thunderbolt,90
Elgyem,thunder-wave,
Elgyem,toxic,
Elgyem,confusion,50
Elgyem,psychic,90
Elgyem,teleport,
Elgyem,double-team,
Elgyem,recover,
Elgyem,barrier,
Elgyem,light-screen,
Elgyem,reflect,
Elgyem,dream-eater,100
Elgyem,flash,
Elgyem,rest,
Elgyem,rock-slide,75
Elgyem,substitute,
Elgyem,thief,60
Elgyem,snore,50
Elgyem,protect,
Elgyem,swagger,
Elgyem,steel-wing,70
Elgyem,attract,
Elgyem,sleep-talk,
Elgyem,return,
Elgyem,frustration,
Elgyem,safeguard,
Elgyem,pain-split,
Elgyem,hidden-power,60
Elgyem,rain-dance,
Elgyem,psych-up,
Elgyem,shadow-ball,80
Elgyem,uproar,90
Elgyem,facade,70
Elgyem,trick,
Elgyem,role-play,
Elgyem,magic-coat,
Elgyem,recycle,
Elgyem,skill-swap,
Elgyem,imprison,
Elgyem,snatch,
Elgyem,secret-power,70
Elgyem,astonish,30
Elgyem,rock-tomb,60
Elgyem,cosmic-power,
Elgyem,signal-beam,75
Elgyem,calm-mind,
Elgyem,shock-wave,60
Elgyem,gravity,
Elgyem,miracle-eye,
Elgyem,embargo,
Elgyem,heal-block,
Elgyem,power-swap,
Elgyem,guard-swap,
Elgyem,dark-pulse,80
Elgyem,energy-ball,90
Elgyem,nasty-plot,
Elgyem,zen-headbutt,80
Elgyem,trick-room,
Elgyem,charge-beam,50
Elgyem,guard-split,
Elgyem,power-split,
Elgyem,wonder-room,
Elgyem,psyshock,80
Elgyem,telekinesis,
Elgyem,synchronoise,120
Elgyem,simple-beam,
Elgyem,after-you,
Elgyem,round,60
Elgyem,echoed-voice,40
Elgyem,ally-switch,
Elgyem,confide,
Beheeyem,headbutt,70
Beheeyem,growl,
Beheeyem,psybeam,65
Beheeyem,hyper-beam,150
Beheeyem,thunderbolt,90
Beheeyem,thunder-wave,
Beheeyem,toxic,
Beheeyem,confusion,50
Beheeyem,psychic,90
Beheeyem,double-team,
Beheeyem,recover,
Beheeyem,light-screen,
Beheeyem,reflect,
Beheeyem,dream-eater,100
Beheeyem,flash,
Beheeyem,rest,
Beheeyem,rock-slide,75
Beheeyem,substitute,
Beheeyem,thief,60
Beheeyem,snore,50
Beheeyem,protect,
Beheeyem,swagger,
Beheeyem,steel-wing,70
Beheeyem,attract,
Beheeyem,sleep-talk,
Beheeyem,return,
Beheeyem,frustration,
Beheeyem,safeguard,
Beheeyem,pain-split,
Beheeyem,hidden-power,60
Beheeyem,rain-dance,
Beheeyem,psych-up,
Beheeyem,shadow-ball,80
Beheeyem,uproar,90
Beheeyem,facade,70
Beheeyem,trick,
Beheeyem,role-play,
Beheeyem,magic-coat,
Beheeyem,recycle,
Beheeyem,skill-swap,
Beheeyem,imprison,
Beheeyem,snatch,
Beheeyem,secret-power,70
Beheeyem,rock-tomb,60
Beheeyem,signal-beam,75
Beheeyem,calm-mind,
Beheeyem,shock-wave,60
Beheeyem,gravity,
Beheeyem,miracle-eye,
Beheeyem,embargo,
Beheeyem,heal-block,
Beheeyem,dark-pulse,80
Beheeyem,energy-ball,90
Beheeyem,giga-impact,150
Beheeyem,zen-headbutt,80
Beheeyem,trick-room,
Beheeyem,charge-beam,50
Beheeyem,guard-split,
Beheeyem,power-split,
Beheeyem,wonder-room,
Beheeyem,psyshock,80
Beheeyem,telekinesis,
Beheeyem,synchronoise,120
Beheeyem,simple-beam,
Beheeyem,after-you,
Beheeyem,round,60
Beheeyem,echoed-voice,40
Beheeyem,ally-switch,
Beheeyem,confide,
Beheeyem,psychic-terrain,
Litwick,acid,40
Litwick,ember,40
Litwick,flamethrower,90
Litwick,solar-beam,120
Litwick,fire-spin,35
Litwick,toxic,
Litwick,psychic,90
Litwick,night-shade,
Litwick,double-team,
Litwick,minimize,
Litwick,confuse-ray,
Litwick,haze,
Litwick,smog,30
Litwick,fire-blast,110
Litwick,dream-eater,100
Litwick,flash,
Litwick,acid-armor,
Litwick,rest,
Litwick,substitute,
Litwick,thief,60
Litwick,snore,50
Litwick,curse,
Litwick,spite,
Litwick,protect,
Litwick,endure,
Litwick,swagger,
Litwick,attract,
Litwick,sleep-talk,
Litwick,return,
Litwick,frustration,
Litwick,safeguard,
Litwick,pain-split,
Litwick,hidden-power,60
Litwick,sunny-day,
Litwick,psych-up,
Litwick,shadow-ball,80
Litwick,heat-wave,95
Litwick,will-o-wisp,
Litwick,memento,
Litwick,facade,70
Litwick,taunt,
Litwick,trick,
Litwick,imprison,
Litwick,secret-power,70
Litwick,astonish,30
Litwick,overheat,130
Litwick,calm-mind,
Litwick,shock-wave,60
Litwick,payback,50
Litwick,embargo,
Litwick,dark-pulse,80
Litwick,energy-ball,90
Litwick,trick-room,
Litwick,captivate,
Litwick,power-split,
Litwick,telekinesis,
Litwick,flame-burst,70
Litwick,flame-charge,50
Litwick,round,60
Litwick,clear-smog,50
Litwick,hex,65
Litwick,incinerate,60
Litwick,inferno,100
Litwick,confide,
Lampent,ember,40
Lampent,flamethrower,90
Lampent,solar-beam,120
Lampent,fire-spin,35
Lampent,toxic,
Lampent,psychic,90
Lampent,night-shade,
Lampent,double-team,
Lampent,minimize,
Lampent,confuse-ray,
Lampent,smog,30
Lampent,fire-blast,110
Lampent,dream-eater,100
Lampent,flash,
Lampent,rest,
Lampent,substitute,
Lampent,thief,60
Lampent,snore,50
Lampent,curse,
Lampent,spite,
Lampent,protect,
Lampent,swagger,
Lampent,attract,
Lampent,sleep-talk,
Lampent,return,
Lampent,frustration,
Lampent,safeguard,
Lampent,pain-split,
Lampent,hidden-power,60
Lampent,sunny-day,
Lampent,psych-up,
Lampent,shadow-ball,80
Lampent,heat-wave,95
Lampent,will-o-wisp,
Lampent,memento,
Lampent,facade,70
Lampent,taunt,
Lampent,trick,
Lampent,imprison,
Lampent,secret-power,70
Lampent,astonish,30
Lampent,overheat,130
Lampent,calm-mind,
Lampent,shock-wave,60
Lampent,payback,50
Lampent,embargo,
Lampent,dark-pulse,80
Lampent,energy-ball,90
Lampent,trick-room,
Lampent,telekinesis,
Lampent,flame-burst,70
Lampent,flame-charge,50
Lampent,round,60
Lampent,hex,65
Lampent,incinerate,60
Lampent,inferno,100
Lampent,confide,
Chandelure,flamethrower,90
Chandelure,hyper-beam,150
Chandelure,solar-beam,120
Chandelure,toxic,
Chandelure,psychic,90
Chandelure,double-team,
Chandelure,confuse-ray,
Chandelure,smog,30
Chandelure,fire-blast,110
Chandelure,dream-eater,100
Chandelure,flash,
Chandelure,rest,
Chandelure,substitute,
Chandelure,thief,60
Chandelure,snore,50
Chandelure,spite,
Chandelure,protect,
Chandelure,swagger,
Chandelure,attract,
Chandelure,sleep-talk,
Chandelure,return,
Chandelure,frustration,
Chandelure,safeguard,
Chandelure,pain-split,
Chandelure,hidden-power,60
Chandelure,sunny-day,
Chandelure,psych-up,
Chandelure,shadow-ball,80
Chandelure,heat-wave,95
Chandelure,will-o-wisp,
Chandelure,facade,70
Chandelure,taunt,
Chandelure,trick,
Chandelure,secret-power,70
Chandelure,overheat,130
Chandelure,calm-mind,
Chandelure,shock-wave,60
Chandelure,payback,50
Chandelure,embargo,
Chandelure,dark-pulse,80
Chandelure,energy-ball,90
Chandelure,giga-impact,150
Chandelure,trick-room,
Chandelure,telekinesis,
Chandelure,flame-burst,70
Chandelure,flame-charge,50
Chandelure,round,60
Chandelure,hex,65
Chandelure,incinerate,60
Chandelure,confide,
Axew,scratch,40
Axew,guillotine,
Axew,razor-wind,80
Axew,swords-dance,
Axew,cut,50
Axew,leer,
Axew,roar,
Axew,counter,
Axew,strength,80
Axew,dragon-rage,
Axew,dig,80
Axew,toxic,
Axew,double-team,
Axew,harden,
Axew,focus-energy,
Axew,rest,
Axew,slash,70
Axew,substitute,
Axew,snore,50
Axew,reversal,
Axew,protect,
Axew,scary-face,
Axew,outrage,120
Axew,endure,
Axew,false-swipe,40
Axew,swagger,
Axew,attract,
Axew,sleep-talk,
Axew,return,
Axew,frustration,
Axew,iron-tail,100
Axew,hidden-power,60
Axew,rain-dance,
Axew,sunny-day,
Axew,rock-smash,40
Axew,facade,70
Axew,taunt,
Axew,superpower,120
Axew,endeavor,
Axew,secret-power,70
Axew,rock-tomb,60
Axew,aerial-ace,60
Axew,dragon-claw,80
Axew,dragon-dance,
Axew,shock-wave,60
Axew,payback,50
Axew,assurance,60
Axew,fling,
Axew,poison-jab,80
Axew,night-slash,70
Axew,aqua-tail,90
Axew,x-scissor,80
Axew,dragon-pulse,85
Axew,giga-impact,150
Axew,draco-meteor,130
Axew,hone-claws,
Axew,round,60
Axew,incinerate,60
Axew,dual-chop,40
Axew,confide,
Fraxure,scratch,40
Fraxure,guillotine,
Fraxure,swords-dance,
Fraxure,cut,50
Fraxure,leer,
Fraxure,roar,
Fraxure,low-kick,
Fraxure,strength,80
Fraxure,dragon-rage,
Fraxure,dig,80
Fraxure,toxic,
Fraxure,double-team,
Fraxure,rest,
Fraxure,slash,70
Fraxure,substitute,
Fraxure,snore,50
Fraxure,protect,
Fraxure,scary-face,
Fraxure,outrage,120
Fraxure,false-swipe,40
Fraxure,swagger,
Fraxure,attract,
Fraxure,sleep-talk,
Fraxure,return,
Fraxure,frustration,
Fraxure,iron-tail,100
Fraxure,hidden-power,60
Fraxure,rain-dance,
Fraxure,sunny-day,
Fraxure,rock-smash,40
Fraxure,facade,70
Fraxure,taunt,
Fraxure,superpower,120
Fraxure,endeavor,
Fraxure,secret-power,70
Fraxure,rock-tomb,60
Fraxure,aerial-ace,60
Fraxure,dragon-claw,80
Fraxure,dragon-dance,
Fraxure,shock-wave,60
Fraxure,payback,50
Fraxure,assurance,60
Fraxure,fling,
Fraxure,poison-jab,80
Fraxure,aqua-tail,90
Fraxure,x-scissor,80
Fraxure,dragon-pulse,85
Fraxure,giga-impact,150
Fraxure,shadow-claw,70
Fraxure,draco-meteor,130
Fraxure,hone-claws,
Fraxure,round,60
Fraxure,incinerate,60
Fraxure,dragon-tail,60
Fraxure,dual-chop,40
Fraxure,confide,
Haxorus,scratch,40
Haxorus,guillotine,
Haxorus,swords-dance,
Haxorus,cut,50
Haxorus,leer,
Haxorus,roar,
Haxorus,surf,90
Haxorus,hyper-beam,150
Haxorus,low-kick,
Haxorus,strength,80
Haxorus,dragon-rage,
Haxorus,earthquake,100
Haxorus,dig,80
Haxorus,toxic,
Haxorus,double-team,
Haxorus,rest,
Haxorus,rock-slide,75
Haxorus,slash,70
Haxorus,substitute,
Haxorus,snore,50
Haxorus,protect,
Haxorus,scary-face,
Haxorus,outrage,120
Haxorus,false-swipe,40
Haxorus,swagger,
Haxorus,attract,
Haxorus,sleep-talk,
Haxorus,return,
Haxorus,frustration,
Haxorus,iron-tail,100
Haxorus,hidden-power,60
Haxorus,rain-dance,
Haxorus,sunny-day,
Haxorus,rock-smash,40
Haxorus,facade,70
Haxorus,taunt,
Haxorus,superpower,120
Haxorus,brick-break,75
Haxorus,endeavor,
Haxorus,secret-power,70
Haxorus,rock-tomb,60
Haxorus,aerial-ace,60
Haxorus,dragon-claw,80
Haxorus,dragon-dance,
Haxorus,shock-wave,60
Haxorus,payback,50
Haxorus,assurance,60
Haxorus,fling,
Haxorus,poison-jab,80
Haxorus,aqua-tail,90
Haxorus,x-scissor,80
Haxorus,dragon-pulse,85
Haxorus,focus-blast,120
Haxorus,giga-impact,150
Haxorus,shadow-claw,70
Haxorus,draco-meteor,130
Haxorus,grass-knot,
Haxorus,hone-claws,
Haxorus,round,60
Haxorus,incinerate,60
Haxorus,bulldoze,60
Haxorus,dragon-tail,60
Haxorus,dual-chop,40
Haxorus,confide,
Haxorus,brutal-swing,60
Cubchoo,ice-punch,75
Cubchoo,cut,50
Cubchoo,thrash,120
Cubchoo,growl,
Cubchoo,surf,90
Cubchoo,ice-beam,90
Cubchoo,blizzard,110
Cubchoo,low-kick,
Cubchoo,strength,80
Cubchoo,dig,80
Cubchoo,toxic,
Cubchoo,double-team,
Cubchoo,bide,
Cubchoo,fury-swipes,18
Cubchoo,rest,
Cubchoo,slash,70
Cubchoo,substitute,
Cubchoo,snore,50
Cubchoo,flail,
Cubchoo,powder-snow,40
Cubchoo,protect,
Cubchoo,icy-wind,55
Cubchoo,endure,
Cubchoo,charm,
Cubchoo,swagger,
Cubchoo,attract,
Cubchoo,sleep-talk,
Cubchoo,return,
Cubchoo,frustration,
Cubchoo,encore,
Cubchoo,hidden-power,60
Cubchoo,rain-dance,
Cubchoo,rock-smash,40
Cubchoo,hail,
Cubchoo,facade,70
Cubchoo,focus-punch,150
Cubchoo,superpower,120
Cubchoo,yawn,
Cubchoo,secret-power,70
Cubchoo,rock-tomb,60
Cubchoo,sheer-cold,
Cubchoo,aerial-ace,60
Cubchoo,covet,60
Cubchoo,water-pulse,60
Cubchoo,brine,65
Cubchoo,assurance,60
Cubchoo,fling,
Cubchoo,night-slash,70
Cubchoo,avalanche,60
Cubchoo,shadow-claw,70
Cubchoo,grass-knot,
Cubchoo,hone-claws,
Cubchoo,round,60
Cubchoo,echoed-voice,40
Cubchoo,frost-breath,60
Cubchoo,play-rough,90
Cubchoo,play-nice,
Cubchoo,confide,
Cubchoo,power-up-punch,40
Beartic,ice-punch,75
Beartic,swords-dance,
Beartic,cut,50
Beartic,thrash,120
Beartic,growl,
Beartic,roar,
Beartic,surf,90
Beartic,ice-beam,90
Beartic,blizzard,110
Beartic,hyper-beam,150
Beartic,low-kick,
Beartic,strength,80
Beartic,dig,80
Beartic,toxic,
Beartic,double-team,
Beartic,bide,
Beartic,fury-swipes,18
Beartic,rest,
Beartic,rock-slide,75
Beartic,slash,70
Beartic,substitute,
Beartic,snore,50
Beartic,flail,
Beartic,powder-snow,40
Beartic,protect,
Beartic,icy-wind,55
Beartic,endure,
Beartic,swagger,
Beartic,attract,
Beartic,sleep-talk,
Beartic,return,
Beartic,frustration,
Beartic,hidden-power,60
Beartic,rain-dance,
Beartic,rock-smash,40
Beartic,hail,
Beartic,facade,70
Beartic,focus-punch,150
Beartic,taunt,
Beartic,superpower,120
Beartic,brick-break,75
Beartic,secret-power,70
Beartic,dive,80
Beartic,rock-tomb,60
Beartic,sheer-cold,
Beartic,aerial-ace,60
Beartic,bulk-up,
Beartic,covet,60
Beartic,water-pulse,60
Beartic,brine,65
Beartic,fling,
Beartic,focus-blast,120
Beartic,giga-impact,150
Beartic,shadow-claw,70
Beartic,stone-edge,100
Beartic,grass-knot,
Beartic,aqua-jet,40
Beartic,hone-claws,
Beartic,round,60
Beartic,echoed-voice,40
Beartic,bulldoze,60
Beartic,frost-breath,60
Beartic,icicle-crash,85
Beartic,play-nice,
Beartic,confide,
Beartic,power-up-punch,40
Cryogonal,bind,15
Cryogonal,mist,
Cryogonal,ice-beam,90
Cryogonal,blizzard,110
